headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";price;stock
EMMF12-04G-A;"Цанговый штуцер 12 мм";"G1/2 внутренняя";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;617.48;"180 шт"
EME16-A;"Цанговый штуцер 16 мм";"Цанговый штуцер 16 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;1212.31;"177 шт"
EML16-03G-A;"Цанговый штуцер 16 мм";G3/8;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;826.54;"157 шт"
EMG08-06-A;"Цанговый штуцер 8 мм";"Цанговый штуцер 6 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;234.95;"46 шт"
EML10-02G-A;"Цанговый штуцер 10 мм";G1/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;371.52;"7 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-T10-A;"Штуцер с накидной гайкой 10 мм";"Штуцер с накидной гайкой 10 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";532.04;"127 шт"
EJSM-T08-A;"Штуцер с накидной гайкой 8 мм";"Штуцер с накидной гайкой 8 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";396.12;"131 шт"
EJSM-T06-A;"Штуцер с накидной гайкой 6 мм";"Штуцер с накидной гайкой 6 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";282.85;"187 шт"
EJSM-T04-A;"Штуцер с накидной гайкой 4 мм";"Штуцер с накидной гайкой 4 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";258.90;"65 шт"
EJSM-L10-03P-A;"Штуцер с накидной гайкой 10 мм";R3/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";373.47;"210 шт"
EJSM-L08-03P-A;"Штуцер с накидной гайкой 8 мм";R3/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";342.40;"133 шт"
EJSM-L08-02P-A;"Штуцер с накидной гайкой 8 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";260.84;"247 шт"
EJSM-L08-01P-A;"Штуцер с накидной гайкой 8 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";253.08;"549 шт"
EJSM-L06-01P-A;"Штуцер с накидной гайкой 6 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";203.89;"130 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";price;stock
EJSM-L04-M5-A;"Штуцер с накидной гайкой 4 мм";M5;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;203.89;"269 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-C10-03P-A;"Штуцер с накидной гайкой 10 мм";R3/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";211.65;"368 шт"
EJSM-C10-02P-A;"Штуцер с накидной гайкой 10 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";177.35;"84 шт"
EJSM-C08-03P-A;"Штуцер с накидной гайкой 8 мм";R3/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";192.23;"394 шт"
EJSM-C08-01P-A;"Штуцер с накидной гайкой 8 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";115.86;"17 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";price;stock
EJSM-C04-M5-A;"Штуцер с накидной гайкой 4 мм";M5;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;100.97;"89 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-U10-A;"Штуцер с накидной гайкой 10 мм";"Штуцер с накидной гайкой 10 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";306.80;"73 шт"
EJSM-U08-A;"Штуцер с накидной гайкой 8 мм";"Штуцер с накидной гайкой 8 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";202.59;"102 шт"
EJSM-U06-A;"Штуцер с накидной гайкой 6 мм";"Штуцер с накидной гайкой 6 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";145.63;"74 шт"
EJSM-U04-A;"Штуцер с накидной гайкой 4 мм";"Штуцер с накидной гайкой 4 мм";-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";129.32;"100 шт"
EJSM-3T08-03P-A;"Штуцер с накидной гайкой 8 мм";R3/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";489.32;"100 шт"
EJSM-3T08-02P-A;"Штуцер с накидной гайкой 8 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";391.59;"2 шт"
EJSM-3T08-01P-A;"Штуцер с накидной гайкой 8 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";339.16;"100 шт"
EJSM-3T06-02P-A;"Штуцер с накидной гайкой 6 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";293.21;"100 шт"
EJSM-3T06-01P-A;"Штуцер с накидной гайкой 6 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";278.32;"90 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";price;stock
EMM14-A;"Цанговый штуцер 14 мм";"Цанговый штуцер 14 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;788.36;"186 шт"
EMU16-A;"Цанговый штуцер 16 мм";"Цанговый штуцер 16 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;504.21;"145 шт"
EMU14-A;"Цанговый штуцер 14 мм";"Цанговый штуцер 14 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;396.12;"159 шт"
EML16-06G-A;"Цанговый штуцер 16 мм";G3/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;992.89;"166 шт"
EMC16-06G-A;"Цанговый штуцер 16 мм";G3/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;626.54;"170 шт"
EMC16-04G-A;"Цанговый штуцер 16 мм";G1/2;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;567.64;"132 шт"
EMC16-03G-A;"Цанговый штуцер 16 мм";G3/8;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;567.64;"237 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-C04-01P-A;"Штуцер с накидной гайкой 4 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";100.97;"153 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";price;stock
EMM16-A;"Цанговый штуцер 16 мм";"Цанговый штуцер 16 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;919.10;"303 шт"
EMMF10-03G-A;"Цанговый штуцер 10 мм";"G3/8 внутренняя";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;474.44;"572 шт"
EMMF06-01G-A;"Цанговый штуцер 6 мм";"G1/8 внутренняя";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;286.09;"257 шт"
EMOC06-02G-A;"Цанговый штуцер 6 мм";G1/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;171.52;"191 шт"
EMOC06-01G-A;"Цанговый штуцер 6 мм";G1/8;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;145.63;"139 шт"
EMLL06-01G-A;"Цанговый штуцер 6 мм";G1/8;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;368.29;"135 шт"
EMC06-M5-A;"Цанговый штуцер 6 мм";М5;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;117.67;"370 шт"
EMC14-04G-A;"Цанговый штуцер 14 мм";G1/2;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;510.68;"241 шт"
EML14-04G-A;"Цанговый штуцер 14 мм";G1/2;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;767.64;"257 шт"
EME14-A;"Цанговый штуцер 14 мм";"Цанговый штуцер 14 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;1044.02;"121 шт"
EMLL06-02G-A;"Цанговый штуцер 6 мм";G1/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;419.42;"197 шт"
EMMF08-01G-A;"Цанговый штуцер 8 мм";"G1/8 внутренняя";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;305.50;"196 шт"
TKC-PEG16-12;"Цанговый штуцер 16 мм";"Цанговый штуцер 12 мм";0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;1396.78;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-FL08-02P-A;"Штуцер с накидной гайкой 8 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";293.21;"0 шт"
EJSM-L12-02P-A;"Штуцер с накидной гайкой 12 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";455.02;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";Форма;price;stock
TTY-PE3-04P;R1/2;R1/2;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;611.01;"0 шт"
TTY-PE3-03P;R3/8;R3/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;418.13;"0 шт"
TTY-PE3-02P;R1/4;R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;308.74;"0 шт"
TTY-PE3-01P;R1/8;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;212.30;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
TTY-DT1P;R1;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";275.73;"0 шт"
TTY-DT06P;R3/4;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";187.06;"0 шт"
TTY-DT04P;R1/2;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";125.70;"0 шт"
TTY-DT03P;R3/8;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";63.17;"0 шт"
TTY-DT02P;R1/4;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";53.72;"0 шт"
TTY-DT01P;R1/8;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";27.96;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";Форма;price;stock
TTY-PBF04G-04P;"G1/2 внутренняя";R1/2;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PBF04G-03P;"G1/2 внутренняя";R3/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PBF03G-03P;"G3/8 внутренняя";R3/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;611.01;"0 шт"
TTY-PBF04G-02P;"G1/2 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PBF03G-02P;"G3/8 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;611.01;"0 шт"
TTY-PBF02G-02P;"G1/4 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;398.71;"0 шт"
TTY-PBF04G-01P;"G1/2 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PBF03G-01P;"G3/8 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;611.01;"0 шт"
TTY-PBF02G-01P;"G1/4 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;398.71;"0 шт"
TTY-PBF01G-01P;"G1/8 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;269.91;"0 шт"
TTY-PBF01G-M5;"G1/8 внутренняя";M5;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;269.91;"0 шт"
TZS-PP10;"Штуцер с накидной гайкой 10 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;222.01;"0 шт"
TZS-PP8;"Штуцер с накидной гайкой 8 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;175.41;"0 шт"
TZS-PP6;"Штуцер с накидной гайкой 6 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;131.39;"0 шт"
TZS-PP4;"Штуцер с накидной гайкой 4 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;131.39;"0 шт"
TZS-SF04G;"G1/2 внутренняя";Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;705.51;"0 шт"
TZS-SF03G;"G3/8 внутренняя";Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;579.94;"0 шт"
TZS-SF02G;"G1/4 внутренняя";Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;527.51;"0 шт"
TZS-SF01G;"G1/8 внутренняя";Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;474.44;"0 шт"
TZS-PF04G;"G1/2 внутренняя";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;316.51;"0 шт"
TZS-PF03G;"G3/8 внутренняя";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;211.01;"0 шт"
TZS-PF02G;"G1/4 внутренняя";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;158.58;"0 шт"
TZS-PF01G;"G1/8 внутренняя";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;130.10;"0 шт"
TZS-PH12;"Ниппельный штуцер 12 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;158.58;"0 шт"
TZS-PH10;"Ниппельный штуцер 10 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;116.25;"0 шт"
TZS-PH8;"Ниппельный штуцер 8 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;116.25;"0 шт"
TZS-PH6;"Ниппельный штуцер 6 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;116.25;"0 шт"
TZS-PK10;"Цанговый штуцер 10 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;231.72;"0 шт"
TZS-PK8;"Цанговый штуцер 8 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;190.29;"0 шт"
TZS-PK6;"Цанговый штуцер 6 мм";Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;145.63;"0 шт"
TTY-PDF04G-03P;"G1/2 внутренняя";R3/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PDF04G-02P;"G1/2 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PDF03G-02P;"G3/8 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;611.01;"0 шт"
TTY-PDF04G-01P;"G1/2 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;873.15;"0 шт"
TTY-PDF03G-01P;"G3/8 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;611.01;"0 шт"
TTY-PDF02G-01P;"G1/4 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;398.71;"0 шт"
TTY-PDF01G-M5;"G1/8 внутренняя";M5;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;269.91;"0 шт"
TTY-YB1G-1P;G1;R1;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;770.88;"0 шт"
TTY-YB06G-06P;"G3/4 внутренняя";R3/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;508.10;"0 шт"
TTY-PLF04G-02P;"G1/2 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;585.12;"0 шт"
TTY-PLF03G-02P;"G3/8 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;405.18;"0 шт"
TTY-PLF02G-02P;"G1/4 внутренняя";R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;267.96;"0 шт"
TTY-PLF04G-01P;"G1/2 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;585.12;"0 шт"
TTY-PLF03G-01P;"G3/8 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;405.18;"0 шт"
TTY-PLF02G-01P;"G1/4 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;267.96;"0 шт"
TTY-PLF04G-03P;"G1/2 внутренняя";R3/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;585.12;"0 шт"
TTY-PV04-03P;R1/2;R3/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;418.13;"0 шт"
TTY-PV04-02P;R1/2;R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;418.13;"0 шт"
TTY-PV03-02P;R3/8;R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;277.03;"0 шт"
TTY-PV04-01P;R1/2;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;418.13;"0 шт"
TTY-PV03-01P;R3/8;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;277.03;"0 шт"
TTY-PV02-01P;R1/4;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Угловой;205.83;"0 шт"
TTY-YD01-M5;"G1/8 внутренняя";"M5 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;62.27;"0 шт"
TTY-YD1-1G;"G1 внутренняя";"G1 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;739.17;"0 шт"
TTY-YD1-06G;"G1 внутренняя";"G3/4 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;739.17;"0 шт"
TTY-YD1-04G;"G1 внутренняя";"G1/2 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;739.17;"0 шт"
TTY-YD1-03G;"G1 внутренняя";"G3/8 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;739.17;"0 шт"
TTY-YD06-06G;"G3/4 внутренняя";"G3/4 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;482.20;"0 шт"
TTY-YD06-03G;"G3/4 внутренняя";"G3/8 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;216.83;"0 шт"
TTY-YD06-02G;"G3/4 внутренняя";"G1/4 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;216.83;"0 шт"
TTY-YDM5-M5;"M5 нутренняя";"M5 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;41.94;"0 шт"
TTY-YD04-04G;"G1/2 внутренняя";"G1/2 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;216.83;"0 шт"
TTY-YD04-01G;"G1/2 внутренняя";"G1/8 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;216.83;"0 шт"
TTY-YG04-01P;R1/2;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;146.93;"0 шт"
TTY-YG03-01P;R3/8;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;123.50;"0 шт"
TTY-YG02-01P;R1/4;R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;90.10;"0 шт"
TTY-YL1P;R1;R1;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;738.52;"0 шт"
TZS-PM03P;R3/8;Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;168.93;"0 шт"
TZS-PM01P;R1/8;Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;105.50;"0 шт"
TZS-SM03P;R3/8;Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;527.51;"0 шт"
TZS-SM01P;R1/8;Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;474.44;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-FL06-01P-A;"Штуцер с накидной гайкой 6 мм";R1/8;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";226.54;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";Форма;price;stock
TTY-YJ06P-03G;R3/4;"G3/8 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;220.07;"0 шт"
TTY-YL02P;R1/4;R1/4;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;90.10;"0 шт"
TZS-PM02P;R1/4;Штекер;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;126.60;"0 шт"
TTY-YD04-02G;"G1/2 внутренняя";"G1/4 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;216.83;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
TTY-GDT04G;G1/2;-;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";124.40;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";Форма;price;stock
TTY-YD02-02G;"G1/4 внутренняя";"G1/4 внутренняя";-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Прямой;123.88;"0 шт"
TTY-PDF01G-01P;"G1/8 внутренняя";R1/8;-0,9…4,0;"Сжатый воздух";-50…+150;"Никелированная латунь";Т-образный;269.91;"0 шт"
TZS-SM04P;R1/2;Розетка;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";NBR;579.94;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";price;stock
EJSM-L10-02P-A;"Штуцер с накидной гайкой 10 мм";R1/4;-0,9…1,0;"Сжатый воздух";-20…+70;"Никелированная латунь";327.51;"0 шт"
headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";price;stock
EML08-02G-A;"Цанговый штуцер 8 мм";G1/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;309.39;"0 шт"
EML06-M5-A;"Цанговый штуцер 6 мм";М5;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;201.30;"0 шт"
EMB06-M6-A;"Цанговый штуцер 6 мм";M6;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;351.46;"0 шт"
EMB06-M5-A;"Цанговый штуцер 6 мм";М5;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;327.51;"0 шт"
EMB04-04G-A;"Цанговый штуцер 4 мм";G1/2;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;351.46;"0 шт"
EMB04-03G-A;"Цанговый штуцер 4 мм";G3/8;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;351.46;"0 шт"
EMB04-02G-A;"Цанговый штуцер 4 мм";G1/4;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;376.70;"0 шт"
EMB04-01G-A;"Цанговый штуцер 4 мм";G1/8;0.1…2.5;"Сжатый воздух";-30…+120;"Никелированная латунь";NBR;376.70;"0 шт"
