headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";Форма;price;stock
ZPU10;"Цанговый штуцер 10 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;67.57;"824 шт"
ZPU08;"Цанговый штуцер 8 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;51;"1539 шт"
ZPU06;"Цанговый штуцер 6 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;45.57;"0 шт"
ZPU04;"Цанговый штуцер 4 мм";"Цанговый штуцер 4 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;42.46;"1474 шт"
ZPV16;"Цанговый штуцер 16 мм";"Цанговый штуцер 16 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;286.09;"74 шт"
ZPV14;"Цанговый штуцер 14 мм";"Цанговый штуцер 14 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;265.37;"521 шт"
ZPV12;"Цанговый штуцер 12 мм";"Цанговый штуцер 12 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;96.05;"547 шт"
ZPV10;"Цанговый штуцер 10 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;81.55;"376 шт"
ZPV08;"Цанговый штуцер 8 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;51;"1680 шт"
ZPV06;"Цанговый штуцер 6 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;45.57;"288 шт"
ZPE16;"Цанговый штуцер 16 мм";"Цанговый штуцер 16 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;324.92;"270 шт"
ZPE12;"Цанговый штуцер 12 мм";"Цанговый штуцер 12 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;101.88;"508 шт"
ZPE10;"Цанговый штуцер 10 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;87.90;"1171 шт"
ZPE04;"Цанговый штуцер 4 мм";"Цанговый штуцер 4 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;56.31;"599 шт"
ZPY16;"Цанговый штуцер 16 мм";"Цанговый штуцер 16 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;286.09;"468 шт"
ZPY14;"Цанговый штуцер 14 мм";"Цанговый штуцер 14 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;237.54;"306 шт"
ZPY12;"Цанговый штуцер 12 мм";"Цанговый штуцер 12 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;101.88;"790 шт"
ZPY10;"Цанговый штуцер 10 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;87.90;"941 шт"
ZPY08;"Цанговый штуцер 8 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;62.27;"1694 шт"
ZPY04;"Цанговый штуцер 4 мм";"Цанговый штуцер 4 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;56.31;"653 шт"
ZPW12-10;"Цанговый штуцер 12 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;130.75;"771 шт"
ZPW10-08;"Цанговый штуцер 10 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;107.31;"508 шт"
ZPW08-06;"Цанговый штуцер 8 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;90.10;"475 шт"
ZPW06-04;"Цанговый штуцер 6 мм";"Цанговый штуцер 4 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Y-образный;90.10;"622 шт"
ZPG16-12;"Цанговый штуцер 16 мм";"Цанговый штуцер 12 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;169.58;"519 шт"
ZPG14-12;"Цанговый штуцер 14 мм";"Цанговый штуцер 12 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;172.82;"465 шт"
ZPG12-10;"Цанговый штуцер 12 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;76.25;"841 шт"
ZPG10-08;"Цанговый штуцер 10 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;64.98;"1950 шт"
ZPG10-06;"Цанговый штуцер 10 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;64.98;"1027 шт"
ZPG08-06;"Цанговый штуцер 8 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;53.72;"1063 шт"
ZPG06-04;"Цанговый штуцер 6 мм";"Цанговый штуцер 4 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;47.77;"803 шт"
ZPEW10-08;"Цанговый штуцер 10 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;96.05;"218 шт"
ZPEW10-06;"Цанговый штуцер 10 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;107.31;"292 шт"
ZPEW08-06;"Цанговый штуцер 8 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;73.53;"233 шт"
ZPEG10-08;"Цанговый штуцер 10 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;96.05;"488 шт"
ZPEG10-06;"Цанговый штуцер 10 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;107.31;"383 шт"
ZPEG08-06;"Цанговый штуцер 8 мм";"Цанговый штуцер 6 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Т-образный;73.53;"302 шт"
ZPGJ12-10;"Втулка под цанговый штуцер 12 мм";"Цанговый штуцер 10 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;107.31;"419 шт"
ZPGJ10-08;"Втулка под цанговый штуцер 10 мм";"Цанговый штуцер 8 мм";"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Прямой;90.10;"540 шт"
ZPL12-03P;"Цанговый штуцер 12 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;141.75;"757 шт"
ZPL10-03P;"Цанговый штуцер 10 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;107.31;"956 шт"
ZPL08-03P;"Цанговый штуцер 8 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;93.33;"773 шт"
ZPL08-01P;"Цанговый штуцер 8 мм";R1/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;70.81;"3158 шт"
ZPL06-01P;"Цанговый штуцер 6 мм";R1/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;59.55;"1376 шт"
ZPL06-M5;"Цанговый штуцер 6 мм";М5;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;56.31;"962 шт"
ZPL04-01P;"Цанговый штуцер 4 мм";R1/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;53.72;"948 шт"
ZPOC06-M7C;"Цанговый штуцер 6 мм";М7;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;166.99;"3644 шт"
ZPOC04-M5C;"Цанговый штуцер 4 мм";М5;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;139.81;"77 шт"
