headers;"Код заказа";Присоединение;Конструкция;Функция;"Условный проход, мм";"Размер привода, мм";"Расход Kv, м3/час";"Присоединение канала управления";"Рабочая среда";"Температура рабочей среды, °С";"Рабочее давление, МПа";"Максимальная вязкость среды, сСт";"Управляющая среда";"Температура окружающей среды, °С";"Управляющее давление, МПа";"Материал корпуса клапана";"Материал уплотнения клапана";"Материал привода";"Уплотнения привода";price;stock
EMCP-20-50HS1;G3/4;"Седельный клапан";"Нормально открытый";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 316";PTFE;Полимер;NBR;10168.38;"0 шт"
EMCP-20-50DS2;G3/4;"Седельный клапан";"Двустороннего действия";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 304";PTFE;Полимер;NBR;9490.05;"0 шт"
EMCP-20-50DS1;G3/4;"Седельный клапан";"Двустороннего действия";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 316";PTFE;Полимер;NBR;10168.38;"0 шт"
EMCJ-20-50DS2;G3/4;"Седельный клапан";"Двустороннего действия";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар/ щелочной и слабокислый раствор";"-10 … +180";0…1.6;600;"Сжатый воздух";"-10 … +60";"0.3… 1.0";"Нержавеющая сталь 304";PTFE;"Нержавеющая сталь 304";"PTFE / FKM";23443.58;"0 шт"
EMCJ-20-50DS1;G3/4;"Седельный клапан";"Двустороннего действия";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар/ щелочной и слабокислый раствор";"-10 … +180";0…1.6;600;"Сжатый воздух";"-10 … +60";"0.3… 1.0";"Нержавеющая сталь 316";PTFE;"Нержавеющая сталь 304";"PTFE / FKM";23443.58;"0 шт"
EMCJ-20-50DCS2;G3/4;"Седельный клапан";"Двустороннего действия нормально закрытый";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар/ щелочной и слабокислый раствор";"-10 … +180";0…1.6;600;"Сжатый воздух";"-10 … +60";"0.3… 1.0";"Нержавеющая сталь 304";PTFE;"Нержавеющая сталь 304";"PTFE / FKM";18200.81;"0 шт"
EMCJ-20-50DCS1;G3/4;"Седельный клапан";"Двустороннего действия нормально закрытый";20;50;9.5;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар/ щелочной и слабокислый раствор";"-10 … +180";0…1.6;600;"Сжатый воздух";"-10 … +60";"0.3… 1.0";"Нержавеющая сталь 316";PTFE;"Нержавеющая сталь 304";"PTFE / FKM";18200.81;"0 шт"
EMCP-25-63S2;G1;"Седельный клапан";"Нормально закрытый";25;63;18.1;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 304";PTFE;Полимер;NBR;8622.73;"0 шт"
EMCP-25-63S1;G1;"Седельный клапан";"Нормально закрытый";25;63;18.1;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 316";PTFE;Полимер;NBR;9184.55;"0 шт"
EMCP-25-63HS2;G1;"Седельный клапан";"Нормально открытый";25;63;18.1;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 304";PTFE;Полимер;NBR;12125.68;"0 шт"
EMCP-25-63HS1;G1;"Седельный клапан";"Нормально открытый";25;63;18.1;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 316";PTFE;Полимер;NBR;12916.62;"0 шт"
EMCP-25-63DS2;G1;"Седельный клапан";"Двустороннего действия";25;63;18.1;G1/8;"Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар Вода/ нейтральный газ или жидкость/ этанол/ масло/ органический растворитель/ пар";"-10 … +180";"0 … 1.6";600;"Сжатый воздух";"-10 … +60";"0.3 … 0.8";"Нержавеющая сталь 304";PTFE;Полимер;NBR;12125.68;"0 шт"
