headers;"Код заказа";"Рабочее давление, МПа";"Максимальное рабочее давление, бар";"Наружный диаметр, мм";"Внутренний диаметр, мм";"Минимальный радиус изгиба, мм";"Максимальное рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";Материал;Цвет;"Размер упаковки, м";price;stock
PTFE060X040-100M-C;11;11;6;4;40;11;"Сжатый воздух";"-80 … +260";PTFE;Прозрачный;100;26809.30;"26 шт"
PTFE120X100-100M-C;11;11;12;10;120;11;"Сжатый воздух";"-80 … +260";PTFE;Прозрачный;100;56311.19;"3 шт"
PTFE040X020-100M-C;11;11;4;2;35;11;"Сжатый воздух";"-80 … +260";PTFE;Прозрачный;100;19055.19;"0 шт"
PTFE080X060-100M-C;11;11;8;6;90;11;"Сжатый воздух";"-80 … +260";PTFE;Прозрачный;100;37391.92;"0 шт"
PTFE100X080-100M-C;11;11;10;8;100;11;"Сжатый воздух";"-80 … +260";PTFE;Прозрачный;100;47301.40;"0 шт"
