headers;"Код заказа";"Функция пневмоцилиндра";"Диаметр поршня, мм";"Рабочий ход, мм";"Опрос положения";"Тип направляющей";"Исполнение штока";Демпфирование;"Пневматическое присоединение";"Рабочая среда";"Рабочее давление, МПа";"Рабочая температура, °С";"Развиваемое усилие при выдвижении штока при 0,6 МПа, N";"Развиваемое усилие при втягивании штока при 0,6 МПа, N";"Материал направляющих";"Материал корпуса";"Материал штока";"Материал уплотнений";price;stock
ELS20x50-S-A;"Двустороннего действия";20;50;Да;"Направляющая скольжения";Траверса;"Демпферы с двух сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";30757.56;"0 шт"
ELS20x40-S-A;"Двустороннего действия";20;40;Да;"Направляющая скольжения";Траверса;"Демпферы с двух сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";29676.64;"0 шт"
ELS20x30-S-A;"Двустороннего действия";20;30;Да;"Направляющая скольжения";Траверса;"Демпферы с двух сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";28595.73;"0 шт"
ELS20x20-S-A;"Двустороннего действия";20;20;Да;"Направляющая скольжения";Траверса;"Демпферы с двух сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";27734.88;"0 шт"
ELS20x10-S-A;"Двустороннего действия";20;10;Да;"Направляющая скольжения";Траверса;"Демпферы с двух сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";26867.56;"0 шт"
ELS20x125-S-AS;"Двустороннего действия";20;125;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";45010.11;"0 шт"
ELS20x100-S-AS;"Двустороннего действия";20;100;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";40686.45;"0 шт"
ELS20x75-S-AS;"Двустороннего действия";20;75;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";36362.79;"0 шт"
ELS20x50-S-AS;"Двустороннего действия";20;50;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";29663.70;"0 шт"
ELS20x40-S-AS;"Двустороннего действия";20;40;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";28576.31;"0 шт"
