headers;"Код заказа";"Функция распределителя";"Тип возврата";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Пневматическое присоединение, канал 4";"Пневматическое присоединение, канал 3";"Пневматическое присоединение, канал 5";"Стандартный номинальный расход, л/мин";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал ролика";"Материал уплотнений";price;stock
MJ32-08S2;"3/2 Н.З. моностабильный";"Механическая пружина";G1/4;G1/4;-;G1/4;-;-;"0 … 0,8";"Фильтрованный сжатый воздух (40 мкм)";"-5 … +60";Алюминий;Сталь;NBR;1273.15;"58 шт"
M52-08S2;"5/2 моностабильный";"Механическая пружина";G1/4;G1/4;G1/4;G1/8;G1/8;-;"0 … 0,8";"Фильтрованный сжатый воздух (40 мкм)";"-5 … +60";Алюминий;Сталь;NBR;1425.26;"39 шт"
MV32-06S2;"3/2 Н.З. моностабильный";"Механическая пружина";G1/8;G1/8;-;G1/8;-;-;"0 … 0,8";"Фильтрованный сжатый воздух (40 мкм)";"-5 … +60";Алюминий;Сталь;NBR;915.87;"0 шт"
M32-08S2;"3/2 Н.З. моностабильный";"Механическая пружина";G1/4;G1/4;-;G1/4;-;-;"0 … 0,8";"Фильтрованный сжатый воздух (40 мкм)";"-5 … +60";Алюминий;Сталь;NBR;1273.15;"0 шт"
M32-06S2;"3/2 Н.З. моностабильный";"Механическая пружина";G1/8;G1/8;-;G1/8;-;-;"0 … 0,8";"Фильтрованный сжатый воздух (40 мкм)";"-5 … +60";Алюминий;Сталь;NBR;946.29;"0 шт"
MJ32-06S2;"3/2 Н.З. моностабильный";"Механическая пружина";G1/8;G1/8;-;G1/8;-;-;"0 … 0,8";"Фильтрованный сжатый воздух (40 мкм)";"-5 … +60";Алюминий;Сталь;NBR;1271.86;"0 шт"
