headers;"Код заказа";"Для датчиков серии";Материал;price;stock
MS-PS-04;"PS30, PS42";Сталь;211.65;"17 шт"
MS-PS40-04;PS40;Сталь;211.65;"8 шт"
MS-PS-05;"PS30, PS42";Сталь;211.65;"93 шт"
MS-PS40-05;PS40;Сталь;211.65;"0 шт"
