headers;"Код заказа";"Исполнение прибора";"Выходной сигнал";"Расход, л/мин";"Тип резьбы";"Электрическое подключение";"Дополнительный температурный сенсор";price;stock
SMT-FTM520-400A-GK-M-T-PA1;FTM520;"1xPNP+аналоговый (4-20мА)";150-400;"Резьба G";"разъем М8 4pin с кабелем 2м";"С сенсором";55864.58;"0 шт"
SMT-FTM100-DN10-R-304-T-AC-HT;FTM-100;FTM-100;DN10;Раздельное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";224390.36;"0 шт"
SMT-FTM100-DN10-R-304-T-DC-RS;FTM-100;FTM-100;DN10;Раздельное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";215069.89;"0 шт"
SMT-FTM100-DN100-C-304-T-AC-RS;FTM-100;FTM-100;DN100;Раздельное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";254681.90;"0 шт"
SMT-FTM100-DN100-C-304-T-AC-HT;FTM-100;FTM-100;DN100;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";259342.13;"0 шт"
SMT-FTM100-DN100-C-304-T-DC-RS;FTM-100;FTM-100;DN100;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";254681.90;"0 шт"
SMT-FTM100-DN100-C-304-T-DC-HT;FTM-100;FTM-100;DN100;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";259342.13;"0 шт"
SMT-FTM100-DN80-C-304-T-AC-RS;FTM-100;FTM-100;DN80;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";250021.66;"0 шт"
SMT-FTM100-DN80-C-304-T-AC-HT;FTM-100;FTM-100;DN80;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";254681.90;"0 шт"
SMT-FTM100-DN80-C-304-T-DC-RS;FTM-100;FTM-100;DN80;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";250021.66;"0 шт"
SMT-FTM100-DN80-C-304-T-DC-HT;FTM-100;FTM-100;DN80;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";254681.90;"0 шт"
SMT-FTM100-DN65-C-304-T-DC-RS;FTM-100;FTM-100;DN65;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";245361.43;"0 шт"
SMT-FTM100-DN65-C-304-T-DC-HT;FTM-100;FTM-100;DN65;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";250021.66;"0 шт"
SMT-FTM100-DN50-C-304-T-AC-RS;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";240701.19;"0 шт"
SMT-FTM100-DN50-C-304-T-AC-HT;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";245361.43;"0 шт"
SMT-FTM100-DN50-C-304-T-DC-RS;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";240701.19;"0 шт"
SMT-FTM100-DN50-C-304-T-DC-HT;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;Резьбовой;Резьбовой;"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";245361.43;"0 шт"
SMT-FTM100-DN80-C-304-PN16-DC-HT;FTM-100;FTM-100;DN80;Компактное;SS304;SS304;"Фланцевый, PN16";"Фланцевый, PN16";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";254681.90;"0 шт"
SMT-FTM100-DN65-C-304-PN16-DC-RS;FTM-100;FTM-100;DN65;Компактное;SS304;SS304;"Фланцевый, PN16";"Фланцевый, PN16";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";245361.43;"0 шт"
SMT-FTM100-DN65-C-304-PN16-DC-HT;FTM-100;FTM-100;DN65;Компактное;SS304;SS304;"Фланцевый, PN16";"Фланцевый, PN16";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";270060.68;"0 шт"
SMT-FTM100-DN50-C-304-PN25-AC-RS;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";240701.19;"0 шт"
SMT-FTM100-DN50-C-304-PN25-AC-HT;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";245361.43;"0 шт"
SMT-FTM100-DN50-C-304-PN25-DC-RS;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";240701.19;"0 шт"
SMT-FTM100-DN50-C-304-PN25-DC-HT;FTM-100;FTM-100;DN50;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";245361.43;"0 шт"
SMT-FTM100-DN40-C-304-PN25-AC-RS;FTM-100;FTM-100;DN40;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";236040.95;"0 шт"
SMT-FTM100-DN40-C-304-PN25-AC-HT;FTM-100;FTM-100;DN40;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";240701.19;"0 шт"
SMT-FTM100-DN40-C-304-PN25-DC-RS;FTM-100;FTM-100;DN40;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";236040.95;"0 шт"
SMT-FTM100-DN40-C-304-PN25-DC-HT;FTM-100;FTM-100;DN40;Компактное;SS304;SS304;"Фланцевый, PN25";"Фланцевый, PN25";"24 В пост. тока";"24 В пост. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";240701.19;"0 шт"
SMT-FTM100-DN40-C-304-T-AC-RS;FTM-100;FTM-100;DN40;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, RS485";"4-20мА, pulse, RS485";236040.95;"0 шт"
SMT-FTM100-DN40-C-304-T-AC-HT;FTM-100;FTM-100;DN40;Компактное;SS304;SS304;Резьбовой;Резьбовой;"220 В перем. тока";"220 В перем. тока";"4-20мА, pulse, HART";"4-20мА, pulse, HART";240701.19;"0 шт"
