headers;"Код заказа";Типоразмер;"Класс точности";"Тела качения";"Крепление направляющей";"Масса одного метра, кг/м";Материал;price;stock
RH45HAZAP;45;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";120.6;240.89;6.55;5.8;5.8;4.19;"Углеродистая сталь";18297.90;"0 шт"
RH45HAZAH;45;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";120.6;240.89;6.55;5.8;5.8;4.19;"Углеродистая сталь";16634.45;"0 шт"
RH45HAZ0P;45;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";120.6;240.89;6.55;5.8;5.8;4.19;"Углеродистая сталь";18297.90;"0 шт"
RH45HAZ0H;45;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";120.6;240.89;6.55;5.8;5.8;4.19;"Углеродистая сталь";16634.45;"0 шт"
RH35HAZBP;35;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";69.62;129.11;2.66;2.3;2.3;2.1;"Углеродистая сталь";13572.94;"0 шт"
RH35HAZBH;35;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";69.62;129.11;2.66;2.3;2.3;2.1;"Углеродистая сталь";12334.09;"0 шт"
RH35HAZAP;35;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";69.62;129.11;2.66;2.3;2.3;2.1;"Углеродистая сталь";13572.94;"0 шт"
RH35HAZAH;35;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";69.62;129.11;2.66;2.3;2.3;2.1;"Углеродистая сталь";12334.09;"0 шт"
RH35HAZ0P;35;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";69.62;129.11;2.66;2.3;2.3;2.1;"Углеродистая сталь";13572.94;"0 шт"
RH35HAZ0H;35;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";69.62;129.11;2.66;2.3;2.3;2.1;"Углеродистая сталь";12334.09;"0 шт"
RH30HAZBP;30;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";61.45;109.98;2.05;1.92;1.92;1.21;"Углеродистая сталь";10413.04;"0 шт"
RH30HAZBH;30;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";61.45;109.98;2.05;1.92;1.92;1.21;"Углеродистая сталь";9466.75;"0 шт"
RH30HAZAP;30;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";61.45;109.98;2.05;1.92;1.92;1.21;"Углеродистая сталь";10413.04;"0 шт"
RH30HAZAH;30;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";61.45;109.98;2.05;1.92;1.92;1.21;"Углеродистая сталь";9466.75;"0 шт"
RH30HAZ0P;30;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";61.45;109.98;2.05;1.92;1.92;1.21;"Углеродистая сталь";10413.04;"0 шт"
RH30HAZ0H;30;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";61.45;109.98;2.05;1.92;1.92;1.21;"Углеродистая сталь";9466.75;"0 шт"
RH25HAZBP;25;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";39.13;75.31;1.12;1.15;1.15;0.78;"Углеродистая сталь";9150.89;"0 шт"
RH25HAZBH;25;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";39.13;75.31;1.12;1.15;1.15;0.78;"Углеродистая сталь";8319.82;"0 шт"
RH25HAZAP;25;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";39.13;75.31;1.12;1.15;1.15;0.78;"Углеродистая сталь";9150.89;"0 шт"
RH25HAZAH;25;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"ZA - Средний";"Торц. и ниж. уплотнения";39.13;75.31;1.12;1.15;1.15;0.78;"Углеродистая сталь";8319.82;"0 шт"
RH25HAZ0P;25;"P - Высокий";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";39.13;75.31;1.12;1.15;1.15;0.78;"Углеродистая сталь";9150.89;"0 шт"
RH25HAZ0H;25;"H - Повышенный";"H - Квадратная";"A - Сверху";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";39.13;75.31;1.12;1.15;1.15;0.78;"Углеродистая сталь";8319.82;"0 шт"
RW65CCZBP;65;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";213;411.6;16.2;11.59;11.59;8.89;"Углеродистая сталь";34673.45;"0 шт"
RW65CCZBH;65;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";213;411.6;16.2;11.59;11.59;8.89;"Углеродистая сталь";31521.32;"0 шт"
RW65CCZAP;65;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZA - Средний";"Торц. и ниж. уплотнения";213;411.6;16.2;11.59;11.59;8.89;"Углеродистая сталь";34673.45;"0 шт"
RW65CCZAH;65;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZA - Средний";"Торц. и ниж. уплотнения";213;411.6;16.2;11.59;11.59;8.89;"Углеродистая сталь";31521.32;"0 шт"
RW65CCZ0P;65;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";213;411.6;16.2;11.59;11.59;8.89;"Углеродистая сталь";34673.45;"0 шт"
RW65CCZ0H;65;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";213;411.6;16.2;11.59;11.59;8.89;"Углеродистая сталь";31521.32;"0 шт"
RW55CCZBP;55;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";147.64;255.03;8.2;5.6;5.6;4.92;"Углеродистая сталь";25838.42;"0 шт"
RW55CCZBH;55;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";147.64;255.03;8.2;5.6;5.6;4.92;"Углеродистая сталь";23488.88;"0 шт"
RW55CCZAP;55;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZA - Средний";"Торц. и ниж. уплотнения";147.64;255.03;8.2;5.6;5.6;4.92;"Углеродистая сталь";25838.42;"0 шт"
RW55CCZAH;55;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZA - Средний";"Торц. и ниж. уплотнения";147.64;255.03;8.2;5.6;5.6;4.92;"Углеродистая сталь";23488.88;"0 шт"
RW55CCZ0P;55;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";147.64;255.03;8.2;5.6;5.6;4.92;"Углеродистая сталь";25838.42;"0 шт"
RW55CCZ0H;55;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"Z0 - Легкий";"Торц. и ниж. уплотнения";147.64;255.03;8.2;5.6;5.6;4.92;"Углеродистая сталь";23488.88;"0 шт"
RW45CCZBP;45;"P - Высокий";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";95.63;178.72;4.75;3.55;3.55;3.2;"Углеродистая сталь";15081.04;"0 шт"
RW45CCZBH;45;"H - Повышенный";"W - Фланцевая";"C - Сверху и Снизу";Да;"ZB - Высокий";"Торц. и ниж. уплотнения";95.63;178.72;4.75;3.55;3.55;3.2;"Углеродистая сталь";13715.33;"0 шт"
